,lang_name,iso639_3,glottocode,walscode,printname,Oc.printname,P3.printname,lat,lon,hjust,vjust,Oc.hjust,Oc.vjust,P3.hjust,P3.vjust,coord_notes,print,sort_affiliation,family_genus,genus_wals,genus.print,genus.rough,sclass.long,area.specific,area,area_glottolog,area_wals,refs,lang_comment,ref2,"elicited, pc etc.",include,Morph. Case,NP concord,WO,verb_object_order_wals,WO.WALS.,verb_object_order,WO.complex,adpos.dir,adposition_order_wals,adpos.WALS.sourced,adposition_order,adpositions (tendency),genitive.detail,genitive_order_wals,genitive.WALS.sourced,genitive_order,pro drop,NP order,"DemOrder (WALS clearly has the wrong value according to the citation there, Palmer 2002:503)",DemOrder.simple,demonstrative_order_wals,DemOrder.WALS.sourced,demonstrative_order,Dem. compat.APCdir,definite_article,article_distinct_third,article_order,demonstrative_as_third,third.Dem.complex,demonstrative_w_article,"Demtype (Dist., Pers/Dist)",Dem+Proper,Art+Proper,nominal_person,APC.complex,APC,APC_order,bound_person_order,boundPers.withAPC,person_allowed,person_third_available,number_allowed,person_complex,number_complex,N-Pron,Pron-N,APC+Proper,nominal_person_w_article,APC with def marker,unagreement,Pron-Num,full pronoun,affix,PronNum.non-suppletive,Pron.Num=N-Num,Pron.case=N.case,Modify pron by adj,Dem pron=adnom,Dempron restrictions,3rd=Dem.complex,Def by Dem,Def by 3rd pron,Pron+Dem,PPDC,PPDC_comment,PPDC_ref,Pron>Dem,Dem>Pron,“optional” number marking in NP,assoc. plural,V agr,we + X,inclusory pronoun construction,COMMENTS,PostP+preAPC,refs_bib,PPDC_refs_bib
84,Swedish,swe,swed1254,swe,Swedish,Swedish,Swedish,59.800634,17.389526,-0.15,0.3,-0.1,0.3,-0.15,0.3,,1.0,"IE, Germanic, North","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, North","Europe, Sweden",Europe,Eurasia,Eurasia,Julien 2005:128; Johannessen 2008,,,Anders Holmberg (p.c.),y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,GenN,1.0,GenN,n,Dem Num Adj N,Dem N,Dem N,DemN,1.0,DemN,y,y (suffix(,y,,y,(y),,,,,y,y,y,pre,n,,all,y,non-sg,,non-sg,n,y,,n,n,n,,,n,,,,,,,,,,,,,,,,,,,,,,,julien2005[128];johannessen2008,
85,Afrikaans,afr,afri1274,afr,Afrikaans,Afrikaans,Afrikaans,-22.0,30.0,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"IE, Germanic, West","IE, Germanic",Germanic,,IE,"IE, Germanic, West","Africa, South",Africa,Africa,Africa,,,,,,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,,,,,,,,,,n,y,y,ArtN,,,,,,,,,,,n,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,
86,Dutch,nld,dutc1256,dut,Dut,Dut,Dutch,52.0,5.0,0.5,-0.7,0.5,-0.5,0.6,1.7,,1.0,"IE, Germanic, West","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, West","Europe, Netherlands",Europe,Eurasia,Eurasia,Corver 2008:52,,,"Jenneke van der Wal (p.c.), elicit",y,,,OV,No dominant order,2.0,OV,SOV,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,n,Dem Num Adj N,Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n,,,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,n,n,n,,,n,,,,,,,n,n,n,n,n,,,,,n,n,,,,,,corver2008[52],
87,English,eng,stan1293,eng,Eng,Eng,Eng,53.0,-1.0,0.6,-0.8,0.6,-0.7,0.6,-0.8,,1.0,"IE, Germanic, West","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, West","Europe, West",Europe,Eurasia,Eurasia,Postal 1969; Delorme & Dougherty 1972; Sommerstein 1972; Pesetsky 1978; Keizer 2016 ,,,elicit,y,n,n,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,no,Dem A N,Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n,"2, distance",,n,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,n,n/restricted,(n),y,,n,,,,n,,,n,,,n,n,,,,,n,,"(y), subj",n,,,,postal1969;delormedougherty1972;sommerstein1972;pesetsky1978;keizer2016,
88,German,deu,stan1295,ger,Ger,Ger,Ger,52.0,10.0,0.5,1.6,0.5,1.6,0.3,-0.8,use WALS coord,1.0,"IE, Germanic, West","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, West","Europe, Central",Europe,Eurasia,Eurasia,"Lawrenz 1993:ch. 6; Rauh 2003, 2004; Roehrs 2005",,,elicit,y,(y),y,OV,No dominant order,2.0,OV,SOV,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,no,Det Q A N,Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n,"1 (modifiable by adverbs; obsolete 2, dist)",,optional,y,y,y,pre,n,,no 3,n,all,no 3,all (-sg),n,y,,n,n,n,y,,n,,,,n,,,n,,,n,n,,,,,n,n,"y, subj",n,,,,"lawrenz1993[ch. 6];rauh2003,2004;roehrs2005",
89,Calabrian Greek,,aspr1238,,5,19,19,38.0166,15.88621,-0.6,0.3,-0.2,0.6,-0.2,0.6,,1.0,"IE, Hellenic","IE, Hellenic",Greek,"\gls{ie}, Greek",IE,"IE, Greek","Europe, Italy, South",Europe,Eurasia,Eurasia,"Höhn, Silvestri & Squillaci 2017:274",,,elicit,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NGen,agree,,Dem N (N Dem marked),Dem N,,0.0,DemN,y,y,y,ArtN,y,y,,,,,y,y,y,pre,n,,all,y,all,all (3=dem),all,n,y,,y,y,y,,,n,,,,,,,y,,,,,,,,,,,,,,,,"hoehn,silvestrisquillaci2017[274]",
90,Greek,ell,mode1248,grk,Greek,20,Greek,38.36,23.13,0.1,1.6,0.1,1.6,0.1,1.6,"(prev. use WALS coord, glottolog since 4.1)",1.0,"IE, Hellenic","IE, Hellenic",Greek,"\gls{ie}, Greek",IE,"IE, Greek","Europe, Southeast",Europe,Eurasia,Eurasia,Choi 2014:chs. 1+2; Höhn 2016:sec. 5,,,elicit,y,y,y,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,Dem Det (Q) A N,Dem N (N Dem marked),Dem N,DemN,1.0,DemN,y,y,y,ArtN,y,y,y,"2, distance?",,y,y,y,y,pre,n,,all,y,all,all (dem=3),all,n,y,,y,y,y,y,,n,,,,n,,,y,,(y),n,n,,,,,n,,"y, subj (cl doubling)",y,,,,choi2014[chs. 1+2];hoehn2016[sec. 5],
91,Kashmiri,kas,kash1277,kas,Kashmiri,Kashmiri,Kashmiri,34.166825,74.330455,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"IE, Indo-Aryan","IE, Indo-Aryan",Indic,"\gls{ie}, Indic",IE,"IE, Indo-Aryan","Asia, South",Asia,Eurasia,Eurasia,(Q) Wali&Koul 1997:200,,,,y,y,,OV,VO,2.0,OV,"SOV (V2), divergence from WALS cf. KoulWali 1996:54",post,post,1.0,post,post,,GenN,1.0,GenN,agree (subj and obj),"N-final and Adj directly preceding (otherwise rather free, Dem – Poss – Q – Adj least marked)",Dem N,Dem N,DemN,1.0,DemN,y,n,n,,y,y,,"3, dist (prox, remote within sight, out of sight)",,,y,y,y,pre,n,,all,y,non-sg?,all (dem=3),non-sg? (+pl),n,y,,,,no info,no info (though likely),,n,n,n,n,,,,y,y,(y),n?,n,,,,,n,(y „kh'ol“ - herd),y,,,"pronouns in Rcs may be followed by full lexical noun, asymmetry 2 vs 1/3",,walikoul1997[200],
92,Marathi,mar,mara1378,mhi,Marathi,Marathi,Marathi,17.9344,76.6665,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"IE, Indo-Aryan","IE, Indo-Aryan",Indic,"\gls{ie}, Indic",IE,"IE, Indo-Aryan","Asia, South",Asia,Eurasia,Eurasia,(Q) Pandharipande 1997:386,,,,y,y,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,agree + radical?,"Dem Poss Q Intens A RC N EmphPart [„all“ also post-N, always with pron.]",Dem N,Dem N,DemN,1.0,DemN,y,n,n,,y,y,,"2, dist",,,y,y,y,pre,n,,all,y,non-sg?,"all (dem=3, 3 also directly mentioned)",non-sg? (+pl),n,y,,,,no info,y,,n,n,,y,,,,y,y,(y),,,,,,,n,,y (subj),n,,,,pandharipande1997[386],
93,Punjabi,pan/pnb,panj1256,pan,Punjabi,Punjabi,Punjabi,30.0368,75.6702,-0.2,0.5,-0.2,-0.7,-0.2,0.5,,1.0,"IE, Indo-Aryan","IE, Indo-Aryan",Indic,"\gls{ie}, Indic",IE,"IE, Indo-Aryan","Asia, South",Asia,Eurasia,Eurasia,(Q) Bhatia 1993:228,,,,y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,agree (+radical?),Q Dem Poss Adv Adj N (EmphaticPart),Dem N,Dem N,DemN,1.0,DemN,y,n,n,,y,y,,"2, dist",,,y,y,y,pre,n,,all,y,non-sg?,all (dem=3),non-sg? (+pl),n,y,,,,no info,y,,n,,,,,,,y,y,(y),,,,,,,,,,n,,,,bhatia1993[228],
94,Persian,pes,west2369,prs,Persian,Persian,Persian,32.9,53.3,-0.2,0.5,-0.1,0.7,-0.2,0.7,,1.0,"IE, Indo-Iranian","IE, Indo-Iranian",Iranian,"\gls{ie}, Iranian",IE,"IE, Indo-Iranian","Asia, West",Asia,Eurasia,Eurasia,"(Q) Mahootian 1997:209, 212",,,,y,,,OV,OV,1.0,OV,SOV,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,Dem Q/Num N Adj,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,y,y,,"2, dist",,n (y in DOM),y,y,y,pre,n,,all,y,non-sg,all (dem=3),non-sg,n,y,,,,,y,,n,,,y,n,,,y,y,(y),,,,,,,n,,,n,,,,"mahootian1997[209, 212]",
95,Aromanian,rup,arom1237,,4,21,20,40.616,21.2,1.2,-0.5,-0.2,0.8,1.2,-0.3,,1.0,"IE, Romance, East","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, East","Europe, Southeast",Europe,Eurasia,Eurasia,"Höhn 2016: 546, 560",,,elicit,y,y/n (on article),"y (gender, number)",VO,,0.0,VO,,pre,,0.0,pre,pre,,,0.0,NGen,agree,Det Num N Adj/ Q Dem Num N Adj / N Dem Adj,Dem N (N Dem marked),Dem N,,0.0,DemN,y,y (suffix),y,NArt,n,n,y,"2, dist",,some,y,y,y,pre,n,,,,,,,n,y,,y,y,y,,,n,,,,n,,,n,,,,,,,,,n,,,,,,,"hoehn2016[546, 560]",
96,Romanian,ron,roma1327,rom,Romanian,Romanian,Romanian,46.3913,24.2256,-0.1,-0.2,-0.1,0.2,-0.1,0.0,,1.0,"IE, Romance, East","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, East","Europe, Southeast",Europe,Eurasia,Eurasia,"(Q) Mallinson 1986:255, 258; Cornilescu & Nicolae 2014:6, 10, 20f.",,,elicit,y,y/n (on article),"y (gender, number)",VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,,Dem N (N Dem marked),Dem N,mixed,1.0,mixed,y,y (suffix),y,NArt,n,n,"n (prenominal dem), y (postnominal dem)","2, dist",,,y,y,y,pre,n,,all,y,non-sg,all (Cornilescu&Nicolae; but cf. Mallinson for no-3),non-sg,n,y,,y,y,n?,y,,n,,,,n,,,n,,,,,,,,,n,,,,,,,"mallinson1986[255, 258];cornilescunicolae2014[6, 10, 20f.]",
97,Catalan,cat,stan1289,ctl,Cat,22,Cat,41.453,1.569,-0.1,-0.6,0.2,-0.6,0.2,-0.8,,1.0,"IE, Romance, Iberian","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Iberian","Europe, Southwest",Europe,Eurasia,Eurasia,"(Q) Hualde 1992:287, 290; Höhn 2016:560",,,elicit,y,n,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,Dem Det (Q) A N,Dem N (N Dem marked),Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n (unless postnominal Dem),"2, dist/pers? [near participants, far]",,,y,y,y,pre,n,,all?,all?,non-sg,all?,non-sg,n,y,,y,y,y,,,n,,,,,,,n,,,,,,,,,n,,"y (subj, obj clitics without doubling)",y?,,,,"hualde1992[287, 290];hoehn2016[560]",
98,Galician,glg,gali1258,glc,Galician,Galician,Galician,42.2446,-7.5343,1.1,0.0,1.1,0.0,1.1,0.0,,1.0,"IE, Romance, Iberian","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Iberian","Europe, Southwest",Europe,Eurasia,Eurasia,"Alvarez et al. 1986:152, 301; Höhn 2016:560",,,elicit,y,,,VO,,0.0,VO,,pre,,0.0,pre,pre,,,0.0,NGen,agree,,Dem N,Dem N,,0.0,DemN,y,y,y,ArtN,n,n,n (unless postnominal Dem),"3, pers",,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,y,y,y,,,n,,,,n,,,n,,,,,,,,,n,,,,,,,"alvarezetal1986[152, 301];hoehn2016[560]",
99,Portuguese,por,port1283,por,Portuguese,Portuguese,Portuguese,39.91,-8.1,1.1,1.0,1.1,1.0,1.1,1.0,,1.0,"IE, Romance, Iberian","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Iberian","Europe, Southwest",Europe,Eurasia,Eurasia,"Höhn 2016:555, 560",,,elicit,y,n,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,,Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n (unless postnominal Dem?),,,,y,y,y,pre,n,,,,,,,n,y,,n,n (?),n,,,n,,,,,,,n,,,,,,,,,n,,,,,,,"hoehn2016[555, 560]",
100,Spanish,spa,stan1288,spa,Spa,23,Spanish,40.4414,-1.11788,0.5,1.6,0.5,1.6,0.5,1.6,,1.0,"IE, Romance, Iberian","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Iberian","Europe, Southwest",Europe,Eurasia,Eurasia,De Bruyne 1995:145; Choi 2014:210f.; Höhn 2016:560,,,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,Dem Det (Q) A N,Dem N (N Dem marked),Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n (unless postnominal Dem),"3, dist/pers?",,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,y,y,y,,,n,,,,,,,n,,,,,,,,,n,,,,,,,debruyne1995[145];choi2014[210f.];hoehn2016[560],
101,Italian,ita,ital1282,ita,Ita,24,Italian,43.0464,12.6489,0.5,-0.7,0.5,-0.7,1.15,0.1,,1.0,"IE, Romance, Italo","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Italo","Europe, South",Europe,Eurasia,Eurasia,Cardinaletti 1994:202f.; Höhn 2016:559,,,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,,Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,n,,,,y,y,y,pre,n,,no 3,n,all,no 3,all,n,y,,n,n,n,,,n,,,,n,,,n,,,,,,,,,n,,,,,,,cardinaletti1994[202f.];hoehn2016[559],
102,Northern Calabrian,nap?,nort2612,,2,25,N Calab,39.45,15.55,1.7,0.1,1.3,0.2,-0.1,0.0,coord Verbicaro,1.0,"IE, Romance, Italo, south","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Italo","Europe, Italy, South",Europe,Eurasia,Eurasia,"Höhn, Silvestri & Squillaci 2016:142",,,elicit,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NGen,agree,,Dem N,Dem N,,0.0,DemN,y,y,y,ArtN,n,n,n,,,,y,y,y,pre,n,,no 3,n,all,no 3 (2 restricted),all,n,y,,n,n,y,,,n,,,,,,,n,,,,,,,,,,,,,,,,"hoehn,silvestrisquillaci2016[142]",
103,Southern Calabrian,scn?,sout2616,,3,26,S Calab,37.56,15.55,1.7,0.3,1.3,0.4,-0.2,0.7,coord Bova Marina,1.0,"IE, Romance, Italo, extreme south","IE, Romance",Romance,"\gls{ie}, Romance",IE,"IE, Romance, Italo","Europe, Italy, South",Europe,Eurasia,Eurasia,"Höhn, Silvestri & Squillaci 2016:142",,,elicit,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NGen,agree,,Dem N,Dem N,,0.0,DemN,y,y,y,ArtN,n,n,n,,,,y,y,y,pre,n,,no 3,n,all,no 3,all,n,y,,n,n,y,,,n,,,,,,,n,,,,,,,,,,,,,,,,"hoehn,silvestrisquillaci2016[142]",
104,Russian,rus,russ1263,rus,Russian,Russian,Russian,59.0,50.0,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"IE, Slavic, East","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, East","Europe, East",Europe,Eurasia,Eurasia,Pesetsky 1978:352,,,elicit,y,,,VO,VO,1.0,VO,SVO?,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,partial,,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,n,n,,,,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,,,n,,,n,,,,,,,n,,,,,,,,,n,,,y,,,,pesetsky1978[352],
105,Bulgarian,bul,bulg1262,bul,Bulg,27,Bulg,43.3646,25.047,-0.2,-0.3,1.2,0.0,-0.2,0.2,,1.0,"IE, Slavic, South","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,Höhn 2016:560,,,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,,Dem N,Dem N,DemN,1.0,DemN,y,y (suffix),y,NArt,n,n,n (prescriptive),"3, pers?",,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,y,y,y,,,n,,,,,,,n,,,,,,,,,n,,,,,,,hoehn2016[560],
106,Macedonian,mkd,mace1250,mcd,Macedonian,Macedonian,Macedonian,41.5957,21.7932,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"IE, Slavic, South","IE, Slavic",Slavic,,IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,"Friedman 2002, Tomić 2012","deictic articles, cf. Pomak",Tomic 2012,,,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,Q Dem Num A N,Dem N,Dem N,DemN,1.0,DemN,n,"y (suffix, deictic distinctions)",y,NArt,,n,y (substandard?),"3, pers",,,,,,,n,,,,,,,n,y,,,,no info,,,deict.art,,,,,,,n,,,,,,,,,n,,,,,,,"friedman2002,tomic2012",
107,Pomak,,poma1238,,Pomak,28,Pomak,41.8,25.43,-0.2,0.3,-0.1,0.2,-0.2,0.3,coord based on Xanthi,1.0,"IE, Slavic, South","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,Papadimitriou 2008:582 (144?),deictic articles,,elicit,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NoDom,agree,,Dem N,Dem N,,0.0,DemN,y,"y (suffix, deictic distinctions)",y,NArt,n,n,y (substandard?),"3, pers",,,y,y,y,pre,n,,,,,,,n,y,,y,y,y,,,deict.art,,,,,,,n,,,y (3pl dem.pl),y_nn,no instance with nouns,Papadimitriou 2008:581,y,n?,n,,,,,,,papadimitriou2008[582 (144?)],papadimitriou2008[581]
108,Serbocroatian,hbs,sout1528,scr,,29,23,42.0,19.0,1.2,-0.2,1.2,-0.2,1.2,-0.2,"Serbian now separate from Croatian in glottolog, using Serbian-Croatian coordinates from WALS",1.0,"IE, Slavic, South","IE, Slavic",Slavic,,IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,,,,elicit,,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,,n,,"3, pers?",,,y,y,y,pre,n,,,,,,,n,y,,,,n,,,n,,,,,,,n,,,,,,,,,n,,,,,,,,
109,Slovenian,slv,slov1268,slo,Slovenian,Slovenian,Slovenian,46.2543,14.7766,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"IE, Slavic, South","IE, Slavic",Slavic,,IE,"IE, Slavic, South","Europe, Central",Europe,Eurasia,Eurasia,,,,elicit,,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,,,Dem N,Dem N,DemN,1.0,DemN,y,(n),n,,,n,,,,,y,y,y,pre,n,,,,non-sg,,non-sg,n,y,,y? (complicated),y? (complicated),y,,,n,,,,,,,n,,,,,,,,,n,,,,,,,,
110,Polish,pol,poli1260,pol,Polish,Polish,Polish,51.8439,18.6255,-0.15,0.4,0.5,-0.7,-0.2,0.4,,1.0,"IE, Slavic, West","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, West","Europe, Central",Europe,Eurasia,Eurasia,Rutkowski 2002:161,,,Marta Wierzba (p.c.); elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,n,n,,,,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,,,no info,,,n,,,,,,,n,,,,,,,,,n,,,,,,,rutkowski2002[161],
111,Basque,eus,basq1248,bsq,Basque,Basque,Basque,43.2787,-1.31622,0.7,-0.9,0.7,-0.7,0.7,-0.9,,1.0,isolate,isolate-Bas,Basque,Basque,isolate-Bas,isolate,"Europe, Southwest",Europe,Eurasia,Eurasia,"(Q) Saltarelli 1988:210; Trask 2003:122; De Rijk 2008:482, 501f.; Areta 2009:67; Artiagoitia 2012",on unagreement also Torrego & Laka 2015,,Xabier Artiagoitia (p.c.),y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,agree?,(Q/Num) N A Dem/Det,N Dem,N Dem,NDem,1.0,NDem,n,y (suffix),y,NArt,y,y,n,"3, pers/dist",,,y,y/n?,n,,post,pre,no 3,n,all,all,,,?,,n,,?,,,deict.art?,,,,,,,y,(y),(y),n (but dem instead of pron),n,,,,,n,,,not quite,,,,"saltarelli1988[210];trask2003[122];derijk2008[482, 501f.];areta2009[67];artiagoitia2012",
112,Khoekhoe (Nama),naq,nama1264,kho,Khoekhoe/Nama,Khoekhoe (Nama),Khoekhoe (Nama),-25.0747,17.9767,0.5,1.6,0.5,-0.7,0.5,1.6,,1.0,"Khoe-Kwadi, Khoekhoe","Khoe-Kwadi, Khoekhoe",Khoe-Kwadi,Khoe-Kwadi,Khoe-Kwadi,"Khoe-Kwadi, Khoekhoe","Africa, South, Namibia",Africa,Africa,Africa,"Rust 1965:18; Böhm 1985:133-145; Haacke 1976,1977, 2013; Maho 1998:140; Lyons 1999: 142f., 311; Himmelmann 1997: 215f.",,,,y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,n,,Dem N,Dem N,DemN,1.0,DemN,n,y,y,ArtN,n,n,n,"2, dist",,,y,unclear,n,,post,pre,all,y,all,all,all,n/y,y/n (determiner),n,y,y (personal enclitic),,,,enclitic,,,,,,,n,,,(y) (enclitic pronoun on dem marker),y,demonstratives presumably in complementary distr. With prenominal “person” markers?,Haacke 1977:54,,,,,,,,,,"rust1965[18];boehm1985[133-145];haacke1976,1977,2013;maho1998[140];lyons1999[142f., 311];himmelmann1997[215f.]",haacke1977[54]
113,Khwe/Kxoe,xuu,kxoe1243,kxo,Khwe,Khwe,Khwe,-16.59051,22.599835,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"Khoe-Kwadi, West-Kxoe","Khoe-Khwadi, West-Kxoe",Khoe-Kwadi,Khoe-Kwadi,Khoe-Kwadi,"Khoe-Kwadi, West-Kxoe","Africa, South",Africa,Africa,Africa,"Kilian-Hatz2008:40-43, 79",,,,y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,n,,Dem N,Dem N,DemN,1.0,DemN,n,y,y,ArtN,y,y,n,,,,y,unclear,n,,post,pre,all,y,all,all,all,,,,y,,,,,enclitic,,,,,,,y,,,y DEM+PNG,y,demonstratives presumably in complementary distr. With prenominal “person” markers?,"Kilian-Hatz 2008:41, (2/3); 49, (25)",,y,possibly? (PNG not obligatory),,,,,,,"kilianhatz2008[40-43, 79]","kilianhatz2008[41, (2/3)];49,(25)"
114,Warndarang,wnd,wand1263,wrn,Warndarang,Warndarang,Warndarang,-14.2996,135.705,,,,,,,,,"(Australian) Mangarrayi-Maran, Maran","Mangarrayi-Maran, Maran",Mara,,Warndarang,"Mangarrayi-Maran, Mangarrayi","Oceania, Australia",Australia,Australia,Australia,Heath 1980:95,also Wandarang,,,,y,y,VO,VO,1.0,VO,SVO,pre,,,,pre?,,NGen,1.0,NGen,agree,,,,,,,n,n,n,,n,n,,4 dist + 1 anaphoric,,,y,n?,n,,pre,,no 3,n,non-sg?,no 3,non-sg? (+pl),,,,,,,,,prefix,,,,,,,,,,,,,,,,,,,,,,,heath1980[95],
115,Kinyarwanda,kin,kiny1244,kin,1,Kinyarwanda,Kinyarwanda,-1.56771,29.6441,0.5,1.6,0.5,-0.7,0.5,-0.7,,1.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.61) ","Niger-Congo, Bantu",Bantu,"Niger-Congo, Bantu",Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,van der Wal 2022:68f.,van der Wal (2020:48),,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,,0.0,NGen,agree,,,Dem N,DemN,1.0,DemN,y,n,n,,,,,,,,y,y,y,pre,n,,,,all,,all,n,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,vanderwal2022[68f.],
116,Kirundi,run,rund1242,rnd,Kirundi,Kirundi,Kirundi,-2.94,29.97,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.62) ","Niger-Congo, Bantu",Bantu,,Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,,,,elicit,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,y,y,y,pre,n,,,,all,,all,n,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,
